Age,Annual Income,Spending Score,Previous Purchases,Campaign Engagement,Days Since Last Purchase,Gender,Marital Status,Children,Social Media Interaction,Email Click Rate,Online Browsing Time,Loyalty Points,Product Reviews,Customer Tenure,Response
41,132910,31,17,7,89,1,1,0,11,0.821972766766011,2,1153,11,5,0
20,113203,55,12,4,211,0,0,0,1,0.24823588342179603,22,3077,27,13,0
28,104311,38,10,6,168,1,0,1,13,0.5425296873982708,214,4216,25,3,0
62,59655,73,0,8,112,1,0,2,5,0.12718042652101114,41,2337,40,12,0
21,87802,90,5,0,340,0,0,1,10,0.5745659898155401,132,2900,24,15,0
43,77632,15,1,8,65,1,0,2,13,0.4829563285357291,40,374,14,1,0
44,44193,16,12,3,301,1,0,2,13,0.2806466544264793,61,3093,42,10,0
63,110212,77,12,6,117,0,1,0,5,0.30752590656230494,27,708,30,0,0
60,60776,89,18,3,224,0,1,3,0,0.009811479552915503,8,2099,33,13,0
44,73225,94,8,3,150,1,1,0,16,0.02731662687401426,144,4847,40,14,0
59,90010,53,18,3,166,1,1,3,16,0.6008575221313812,64,1826,7,8,0
68,112735,56,0,5,94,0,1,3,16,0.7183758813786902,231,880,26,3,0
67,95451,7,7,4,259,1,0,0,9,0.5469018882801443,270,1400,3,0,0
23,78812,57,13,1,258,0,0,0,9,0.0819112241124551,110,347,11,12,0
32,110602,55,15,8,119,0,0,0,13,0.9408702096097984,261,1124,30,17,0
47,48895,52,3,5,73,0,0,3,0,0.7134321646363304,246,4015,20,6,0
59,95782,4,17,9,361,1,0,2,1,0.23737476856545592,113,3374,19,7,0
54,51209,43,13,5,95,0,0,3,17,0.6714874225810267,113,199,47,3,0
54,134820,40,8,8,291,1,0,1,19,0.11145769958639629,221,3373,16,19,0
59,112336,30,14,0,176,0,0,0,2,0.7793884797772697,210,1106,44,13,0
54,141646,10,2,6,26,0,1,3,3,0.4809241993803808,57,4383,30,9,0
52,91807,94,3,2,308,1,0,3,4,0.40936846026385776,22,1047,14,6,0
40,53086,7,17,3,304,0,1,2,19,0.0091463155750382,26,1297,31,6,0
23,115637,36,13,0,210,0,1,0,2,0.6524758446604655,74,502,47,13,0
21,112027,35,14,2,357,1,1,1,2,0.8290012495485822,14,1909,49,10,0
35,57207,88,7,6,256,1,0,2,3,0.2882971051193626,280,794,1,18,1
26,137334,39,9,5,317,0,0,3,5,0.011768672419792958,30,1347,27,11,0
66,50897,36,11,0,204,0,0,3,6,0.7753165509850359,266,3484,20,7,0
46,93083,20,8,8,354,1,0,1,3,0.6356646088408209,279,2718,49,19,0
30,125028,49,7,3,65,0,0,3,14,0.7768887055655762,269,3152,12,4,0
64,96957,96,16,6,149,0,0,3,5,0.5383166043215442,23,4290,32,6,0
69,127551,59,8,3,166,0,1,0,4,0.4609452273323984,68,838,26,19,0
34,108506,49,12,6,219,1,0,2,7,0.2193592666415619,110,2974,25,16,0
62,37283,90,13,4,299,1,0,1,5,0.07883812332386764,153,3580,33,12,0
49,124024,26,4,0,257,1,0,0,16,0.4714456306518783,93,898,17,7,0
65,111481,36,8,3,202,1,0,0,15,0.868397631494208,297,4556,48,0,0
39,30255,43,15,2,239,0,0,2,10,0.059346475422949685,101,2173,9,10,0
21,106555,99,18,5,314,1,0,0,0,0.9890949445744213,111,1196,18,0,1
22,45487,43,6,5,228,1,1,3,13,0.9469917905686183,47,1675,49,12,0
54,137333,99,11,0,155,1,0,1,12,0.6407381507020814,249,3110,11,13,0
58,49346,76,1,1,217,1,0,0,9,0.9142107928820904,115,2993,23,0,0
66,65050,33,17,1,194,0,0,1,9,0.5535279269969492,85,4797,0,13,0
30,38744,78,17,9,269,1,1,1,7,0.4045840847908936,27,3766,8,9,0
51,54756,97,15,3,15,1,1,1,8,0.571690473885083,29,786,28,2,0
62,91596,45,10,8,240,0,1,3,3,0.8765559212476605,1,2141,44,19,0
39,113397,45,1,1,251,0,1,1,10,0.9575207969782392,291,629,27,2,0
40,55146,88,13,7,50,1,0,2,8,0.8380873968878045,276,1387,34,17,1
68,149640,15,3,0,355,1,0,1,11,0.17968169788137023,61,2000,17,18,0
20,85032,95,6,7,27,1,0,3,12,0.5917374212875784,27,4315,40,5,0
59,72687,17,1,2,52,0,1,3,7,0.44475548040632484,287,4840,43,1,0
51,76103,12,13,4,307,1,0,2,12,0.4812646619875285,185,4163,47,19,0
49,51976,22,6,0,115,0,0,2,0,0.42823842411883384,69,3332,47,3,0
62,92863,23,8,0,8,0,1,3,10,0.0675570854689328,124,2722,18,1,0
68,30591,90,7,5,10,0,0,3,1,0.8459017310523642,150,1670,21,19,1
66,36277,78,8,2,106,0,1,2,4,0.9783668482288107,158,4495,17,2,0
38,91860,12,6,7,300,1,0,3,10,0.20973252726833036,18,1113,36,17,0
63,32260,68,18,3,340,0,1,0,3,0.6219556019838013,199,1171,11,17,0
61,139443,51,16,5,257,1,0,1,7,0.5365697334274128,7,4227,8,17,0
38,95883,13,12,9,181,0,1,3,11,0.8964951500925024,254,4191,35,4,0
61,54741,57,10,8,169,1,1,3,2,0.7041017629340566,215,898,14,4,0
28,149720,55,17,7,324,1,1,3,16,0.7496618711162738,204,4724,8,14,0
56,67211,82,16,3,138,1,1,0,7,0.9519042054819649,125,2418,8,7,0
21,139392,28,15,9,284,0,1,1,5,0.6634765913966924,40,108,45,1,0
68,71542,44,9,7,110,0,0,2,3,0.4535575887028792,178,3889,47,7,0
18,36869,19,3,6,91,1,0,0,3,0.05190607086947263,6,3511,40,5,0
45,123618,46,3,4,219,0,0,0,6,0.9063641974055202,179,372,30,18,0
41,117616,3,10,6,4,1,1,2,9,0.5897273625500128,71,641,5,10,0
52,94732,83,7,6,19,0,1,2,5,0.6823163798228024,218,3291,45,3,1
30,124515,20,8,9,100,0,0,3,3,0.5052970388955752,234,1220,49,19,0
64,49422,25,15,1,294,0,1,2,9,0.39362322518478043,258,1549,38,9,0
51,65613,75,9,6,156,1,0,0,19,0.5038874641863734,144,4140,14,7,1
28,87016,56,8,2,0,1,0,3,16,0.04850395244600436,260,2859,39,17,0
53,90110,81,2,7,211,0,1,2,19,0.7979123999057497,72,3261,9,19,0
68,118529,61,1,7,118,1,0,0,5,0.1579706495705332,69,4376,0,17,0
34,107922,55,8,8,259,0,1,1,10,0.3326622876911528,135,4471,7,12,0
52,64033,35,12,3,174,1,1,2,17,0.08699464731476125,175,2021,23,1,0
35,75213,78,5,9,133,1,1,0,8,0.8199463476796502,83,4665,20,9,0
57,91993,59,3,2,101,1,0,3,11,0.1683437835187478,281,1693,47,16,0
39,42938,39,13,8,61,0,0,2,10,0.39891943175301614,57,2830,35,16,0
41,106695,57,10,8,53,1,1,2,17,0.41547746168386124,280,2270,29,12,0
36,32274,83,1,1,304,0,0,3,1,0.3164262646206335,270,237,49,7,0
54,114390,67,2,5,6,0,1,3,15,0.8601253422962107,266,4313,2,13,0
56,61815,34,4,2,355,0,0,0,8,0.771781779897129,95,3633,5,2,0
38,106018,41,6,4,2,1,1,3,15,0.7436777585421311,223,3477,37,11,0
25,48961,22,10,1,331,1,1,0,11,0.22511703491891222,5,247,24,0,0
45,50044,27,11,3,334,0,0,0,16,0.18951977335752268,1,3738,40,14,0
22,129372,21,10,2,148,1,0,3,12,0.24659405192242212,22,3350,32,12,0
34,51975,41,18,1,287,0,1,2,3,0.3861622532209673,92,347,10,1,0
54,44706,31,12,5,11,0,0,3,12,0.47875658544941924,6,3545,11,3,0
53,35974,27,3,2,103,0,1,3,11,0.2501735650657876,29,4202,41,19,0
36,106464,37,13,3,110,1,0,1,1,0.457762067937759,79,4081,43,6,0
44,51213,66,11,5,262,1,0,1,16,0.18438148908909657,0,2988,0,9,0
51,31950,54,1,4,172,1,1,3,14,0.2689512672681379,204,2610,3,12,0
28,115013,9,7,3,94,0,0,2,12,0.26074288639031074,256,2379,4,13,0
62,40411,83,18,3,320,1,0,2,1,0.7271191398173135,61,1960,34,7,0
64,117231,42,12,1,202,0,0,0,5,0.4584952178625519,79,1418,10,7,0
29,76156,36,0,9,44,0,0,3,11,0.6152169284706156,242,906,29,17,0
38,92744,10,4,3,33,1,0,3,0,0.6693064960081428,43,1998,32,15,0
28,47771,59,10,7,210,1,0,1,14,0.0685141407092682,8,3484,39,16,0
56,99810,40,10,4,224,0,1,1,2,0.7948384854528867,88,4505,20,6,0
45,65053,54,12,9,263,0,0,1,9,0.28397199340273527,37,3350,21,9,0
22,147894,39,1,9,300,1,0,0,5,0.5097525070027689,21,4467,24,11,0
34,82076,7,18,7,225,1,1,3,4,0.33838694050664164,168,713,33,4,0
37,37045,4,15,5,103,0,0,1,7,0.7735885787837306,257,1532,42,19,0
58,87623,15,4,9,220,1,1,3,5,0.22825638331623943,128,233,3,9,0
63,59714,76,13,4,333,1,0,0,10,0.9637651512563838,9,4540,11,4,0
29,64386,48,18,3,300,0,0,2,13,0.400122945796371,98,4128,3,1,0
23,139283,6,4,9,122,1,0,0,19,0.7116347285627084,87,4730,22,4,0
34,38562,73,8,8,221,0,1,3,4,0.6414477685263195,177,3779,37,6,1
68,85048,35,11,9,42,1,0,3,12,0.7425870884122368,235,469,5,15,0
36,123295,72,15,4,209,0,1,3,8,0.5510693526544745,173,4884,45,14,1
43,42026,71,18,9,336,0,0,2,9,0.38379485008778336,201,1373,32,0,1
65,136147,68,14,5,10,1,0,3,10,0.1795933398112214,101,120,40,17,0
61,61589,58,16,6,215,1,1,1,5,0.519442709339068,115,2235,34,18,0
61,138199,77,14,0,163,1,0,2,4,0.060857226119156005,203,1885,32,0,0
69,127274,19,2,8,224,1,1,2,4,0.0588244310611733,187,4781,49,8,0
49,56844,62,16,7,224,0,0,2,15,0.6133918933203218,22,3873,5,9,0
23,53447,71,12,4,245,1,1,0,7,0.4804894417608546,278,4287,6,9,1
53,120415,10,8,2,145,1,1,0,14,0.5061048142747083,72,989,20,14,0
55,107502,25,12,4,190,0,1,0,14,0.3186939414019837,131,1435,14,6,0
28,113268,44,15,4,260,0,0,2,8,0.7905657379605423,220,2466,1,0,0
50,84708,99,18,8,286,0,1,2,14,0.2011848955885559,154,136,22,6,0
41,93925,58,13,6,15,1,1,3,7,0.5861293258047165,198,549,2,0,0
40,100825,25,7,1,193,0,0,2,13,0.8604781088459335,42,4178,11,4,0
32,81574,93,18,4,8,1,1,1,6,0.8340711832167098,225,1704,48,18,1
44,115548,76,2,8,1,0,0,0,11,0.028628008589815845,11,2363,14,17,0
28,48812,40,17,1,292,1,1,3,0,0.27898618130898123,90,2310,32,13,0
68,131337,76,15,7,83,0,1,1,14,0.7147331250203818,85,3261,45,0,1
67,85309,70,13,2,208,0,1,1,6,0.7407448996692506,73,2585,12,10,0
34,94230,10,15,3,57,1,1,1,14,0.48274526310004895,290,4575,12,10,0
68,71628,66,16,1,338,1,1,2,9,0.20247808836464243,287,3878,27,2,0
31,70581,25,19,8,105,1,1,0,5,0.2790004580755807,211,4681,12,2,0
44,146102,71,10,5,135,0,0,1,15,0.8009573896934242,156,4932,23,18,1
35,76628,87,12,8,307,1,0,3,13,0.19216025218324095,218,3612,38,3,0
45,118628,11,10,7,330,0,0,0,11,0.9423130965121204,10,43,29,2,0
68,55105,36,3,8,76,1,0,0,16,0.5008684610334604,28,4599,35,2,0
64,109830,49,13,4,324,1,0,2,9,0.2834204208985359,123,4958,3,12,0
64,99157,48,4,5,209,0,0,1,9,0.389614730285338,107,4190,12,10,0
21,62442,87,3,6,231,0,1,3,7,0.2565125612638868,147,1058,11,18,0
24,117235,7,0,4,124,1,1,2,10,0.384334951665776,42,1945,0,13,0
62,145442,91,13,0,179,0,1,0,17,0.1307962657232037,69,1911,43,17,0
52,32347,77,6,8,289,1,0,1,12,0.8231618680242029,135,1716,48,19,1
65,125022,51,9,1,213,1,0,0,19,0.963656590366454,172,1030,16,18,0
26,77650,17,1,6,96,1,1,0,15,0.6591396418723113,189,4876,23,19,0
25,47110,32,9,7,248,1,1,2,13,0.8085808900227887,182,1778,33,10,0
69,92170,26,2,7,220,1,0,3,11,0.22807940053815579,90,3772,38,15,0
62,34923,22,7,0,12,1,0,1,12,0.06275382754930514,193,1522,41,9,0
34,81801,13,9,9,305,1,1,2,12,0.6271121371314555,14,1576,6,6,0
34,92771,12,7,6,90,1,0,3,15,0.8175789631315593,288,218,22,4,0
66,111147,71,13,8,192,1,0,2,0,0.834342803321729,266,4016,20,0,1
50,78135,1,17,2,198,1,0,3,11,0.5327634945368217,168,680,42,7,0
49,49199,33,8,7,259,1,1,0,8,0.6221007212697418,78,2333,23,12,0
25,39066,14,8,7,63,0,0,1,12,0.36825149309920446,218,384,35,19,0
36,131583,64,3,8,329,0,1,1,12,0.8306689589979186,233,2327,2,5,0
55,82136,43,2,7,231,1,1,1,7,0.6976055867908827,114,4883,28,16,0
20,122290,58,13,4,226,1,0,2,17,0.18587107453921936,12,2997,27,14,0
22,66575,41,13,4,166,1,1,2,17,0.2794384250277141,148,208,1,14,0
30,119796,81,15,2,250,1,1,3,8,0.15185609103557396,266,94,3,5,0
64,76733,68,4,5,185,0,1,2,0,0.505723861223991,13,865,16,6,0
63,144427,39,19,9,248,0,1,0,6,0.20223871101960567,249,115,19,0,0
48,46991,1,14,2,271,0,1,3,12,0.158768025358472,186,3154,35,10,0
33,52553,41,8,1,339,1,1,2,14,0.16043353930887438,68,1357,25,12,0
67,119710,45,6,6,137,0,0,1,1,0.26587150166640816,276,1408,21,12,0
49,117493,88,12,9,108,0,0,0,7,0.8090292375100663,107,3838,18,19,1
39,30634,98,7,2,317,0,0,1,19,0.9382912951729814,191,2938,30,15,0
46,125417,98,11,3,43,0,1,3,4,0.9958586595442002,80,917,41,3,0
39,42771,88,3,9,341,0,0,3,8,0.04028102264603273,196,4995,24,15,0
60,145762,79,15,7,336,1,0,2,16,0.568906376715252,24,610,29,16,0
20,48298,81,5,0,200,0,1,3,13,0.26644404207203587,280,3315,47,15,0
27,109876,13,4,8,103,0,1,3,8,0.9889088213070024,139,3190,8,2,0
59,128892,71,0,5,119,0,0,1,14,0.9843284690600541,10,1760,41,2,0
38,65999,9,13,1,361,1,0,3,19,0.9341065226769618,93,2319,29,5,0
33,101887,63,8,2,27,0,0,0,0,0.014224133680742379,176,546,40,6,0
29,89648,99,17,4,106,0,1,2,12,0.15452137397184218,46,2403,31,6,0
19,92668,23,5,5,279,1,0,3,9,0.5524505744330934,145,2418,46,12,0
58,99374,54,14,8,27,1,0,0,11,0.18728832810452356,0,4397,44,2,0
41,97509,47,15,1,185,0,1,2,13,0.854851741712532,69,2997,47,15,0
52,142650,39,7,4,194,0,1,0,5,0.6997376170175456,225,1094,14,10,0
47,133348,87,18,6,145,0,1,0,10,0.18408272580399743,132,2691,35,19,0
47,105783,26,4,6,259,1,0,3,6,0.8184113219515821,2,1099,34,7,0
64,74440,1,13,3,359,1,1,1,19,0.4982738287794548,89,3245,0,18,0
52,61655,14,6,2,176,0,1,2,3,0.7097117116780143,231,837,20,13,0
36,73039,96,3,7,127,0,1,3,11,0.13982871076310777,266,2283,35,9,0
67,85255,74,0,1,105,0,1,3,1,0.517852656715472,295,902,2,0,0
25,102219,65,3,4,351,0,1,2,19,0.7763380575066835,101,4963,14,18,0
43,84989,69,13,9,210,0,0,2,13,0.34558725056650474,63,677,23,1,1
66,41244,67,15,4,348,0,0,3,8,0.18682355333360634,79,2083,15,18,0
57,124594,49,6,0,321,0,0,0,13,0.639467986654344,211,3511,6,6,0
24,88595,50,9,6,313,0,0,1,5,0.6440707920679983,83,1046,15,9,0
47,69551,58,9,3,10,1,0,1,4,0.20434761325586892,226,219,27,5,0
24,93230,53,3,9,359,0,1,2,19,0.06935004363725827,231,2075,49,14,0
20,133898,91,11,1,320,0,0,2,18,0.16645115389498044,255,3616,11,16,0
18,58371,57,5,7,16,1,1,0,17,0.2755272958860898,236,2598,24,0,0
53,99358,86,12,3,335,1,0,0,6,0.03627812000568953,152,2236,29,6,0
42,58878,18,0,0,65,1,0,3,0,0.9227315926371319,285,2903,7,8,0
54,66157,16,7,7,112,0,0,0,19,0.23050326034781177,167,4794,10,8,0
18,35914,2,15,6,131,0,1,1,8,0.7389192099881234,24,4303,41,18,0
32,113700,13,4,2,70,0,0,0,7,0.41465751220060476,9,3693,35,16,0
54,57180,45,6,2,60,1,1,0,10,0.5019838230472955,162,652,35,6,0
30,33688,80,2,6,313,0,0,0,6,0.5369427769650056,282,2272,46,13,0
57,110219,72,1,1,243,0,1,2,16,0.7727958032369477,251,2999,35,6,0
25,108616,43,1,4,308,0,0,0,14,0.7879130432786899,61,726,48,16,0
22,126489,72,19,6,4,0,1,2,7,0.14127293926275175,207,4026,45,10,0
26,39916,54,9,5,316,1,1,1,19,0.30334343956597154,148,817,29,19,0
18,86363,74,19,9,20,0,0,1,11,0.57303881709536,168,3238,5,3,1
53,125213,97,8,6,185,0,0,2,4,0.33040607568838,146,3553,34,5,1
52,57360,31,17,1,208,0,0,2,7,0.13279930412310048,293,2216,29,5,0
19,67805,76,5,6,230,0,0,0,4,0.4084342378980015,3,3268,13,8,0
57,43453,9,19,1,13,1,0,0,13,0.21842393355402512,77,2618,36,11,0
40,52703,73,5,6,351,0,1,1,3,0.14347385646646682,64,4796,27,2,0
26,89021,48,9,7,78,1,0,1,14,0.3040283326995217,103,747,39,8,0
51,104176,18,8,9,181,0,0,1,19,0.2996882232957665,82,182,40,12,0
63,124799,94,8,7,77,0,0,1,9,0.09719734813880165,47,4483,4,2,0
31,128385,96,2,4,296,1,0,3,16,0.5841174979651215,263,3274,20,9,0
21,134582,87,11,6,271,1,1,0,3,0.3143437317646257,132,4594,48,9,1
47,111614,11,10,7,50,0,1,0,0,0.17328714175591498,199,1178,5,5,0
48,118919,62,13,3,256,1,1,3,5,0.8185971425467908,176,3990,49,5,0
55,111072,84,18,1,295,0,1,1,7,0.0025756633237286053,197,1622,23,15,0
28,146094,19,9,6,17,0,1,0,3,0.4542914434965356,98,524,15,14,0
52,37410,90,18,0,289,1,1,0,13,0.4349459956365206,115,1860,6,14,0
25,111462,74,4,1,217,0,1,2,1,0.6711491969853735,59,479,41,2,0
20,78268,24,8,9,99,0,1,3,4,0.3893999090059215,19,3559,25,1,0
31,64248,13,0,6,148,1,0,2,14,0.5127162808301355,290,3278,20,14,0
30,61159,46,14,9,154,1,0,3,18,0.9084511935704398,89,1102,47,18,0
62,72039,53,3,0,101,0,0,3,13,0.168282376906575,83,1851,17,1,0
49,131902,98,6,6,114,0,1,3,6,0.1055077144086144,230,2361,16,19,0
51,77800,29,5,4,269,0,1,1,8,0.746758326802689,40,4415,20,2,0
62,70761,36,14,2,91,1,0,3,0,0.7429016003277373,238,1185,5,0,0
36,124626,71,5,1,20,0,0,1,19,0.9196455092849233,171,2691,18,16,0
55,116103,94,6,6,119,0,0,3,9,0.9831570665329475,299,3148,1,1,1
33,148368,17,19,8,18,1,1,1,10,0.38438571203453575,133,4572,18,7,0
19,73663,48,2,8,23,0,1,1,11,0.37742720359594994,190,3809,21,15,0
57,110903,77,12,9,25,1,1,1,0,0.9046575983684857,144,2739,15,1,1
34,70412,24,1,9,152,1,1,0,7,0.8607115119797134,113,1799,24,18,0
51,148998,54,2,7,300,0,1,2,5,0.3754407115711642,90,2515,43,0,0
59,140252,95,12,1,363,1,0,2,11,0.0762964710839713,296,783,10,6,0
33,146446,91,8,0,201,0,1,2,8,0.5812240418315894,223,2519,11,0,0
55,65367,85,18,7,138,0,1,0,3,0.268699947035535,150,147,27,4,0
19,35813,1,17,1,279,1,1,0,5,0.9085948745391678,37,839,1,17,0
19,89894,79,4,3,23,1,1,0,2,0.8061172430159188,168,284,37,5,0
43,132157,67,9,3,11,1,0,3,1,0.9009736028511428,30,3858,11,2,0
30,81444,6,13,1,134,0,1,3,17,0.080914000807641,122,4644,24,17,0
64,64269,78,16,3,80,0,0,3,4,0.8646128248974452,79,126,1,2,0
48,91748,55,2,6,354,1,0,3,11,0.5930858835532185,143,4659,32,15,0
51,71190,38,6,5,69,0,0,3,1,0.21542642288539093,67,1598,12,14,0
56,70318,33,8,9,203,1,1,2,4,0.30126212980792555,68,3462,44,1,0
20,67018,8,4,5,78,0,0,2,17,0.45663512770564696,181,4662,49,2,0
25,69759,90,3,3,278,0,0,2,5,0.6276439952404141,219,2056,23,4,0
40,46498,79,2,1,198,0,1,2,10,0.23272754647957594,297,519,19,7,0
31,55989,78,12,4,293,0,0,2,6,0.20704266864670118,191,4196,19,8,1
44,132710,20,8,2,284,1,1,0,15,0.8921607081013229,125,455,46,10,0
46,55568,55,6,2,155,0,0,0,7,0.845222055464087,18,2327,11,13,0
56,147035,48,7,3,75,1,0,3,2,0.7667768345062005,88,4417,42,4,0
56,96577,83,9,4,218,0,1,2,10,0.7608907310363922,82,3120,44,17,1
18,135231,56,0,1,323,0,1,3,19,0.7659738639090721,258,3695,36,17,0
34,144699,97,19,5,276,1,1,0,18,0.9240998141403463,263,4804,42,16,1
58,60099,88,0,5,264,0,1,3,10,0.8437203949185762,217,4172,48,8,0
47,119900,10,18,7,48,1,0,2,8,0.38857421155671223,274,1126,7,14,0
30,70639,52,1,1,97,0,0,2,11,0.47130248053505863,118,1658,35,17,0
38,134679,50,11,7,292,0,0,2,15,0.6045632696970309,208,2971,47,15,0
36,53482,34,12,7,20,0,1,0,4,0.4755997045395005,268,3593,45,17,0
36,99212,36,13,3,22,1,1,3,1,0.29693706080606896,58,817,32,0,0
42,85261,61,4,6,137,0,1,1,9,0.8611500785158102,184,3657,30,10,0
39,141321,16,2,6,229,1,0,1,1,0.8034492193717553,11,2577,37,6,0
48,117317,79,16,0,325,0,0,1,3,0.38985940027737553,223,9,28,9,0
34,60048,18,0,0,356,1,1,1,15,0.11466660130522277,87,4052,17,8,0
40,33065,71,13,7,28,1,0,1,5,0.004869564443088503,97,4673,19,6,0
49,32036,47,5,0,314,1,1,0,9,0.09244612873205327,175,2056,43,16,0
27,65814,86,16,2,20,1,1,2,6,0.15474318229111383,67,1662,7,2,0
27,89694,32,3,5,341,0,1,1,4,0.6577908793156186,152,1775,39,2,0
53,46924,43,5,7,98,1,0,1,12,0.21961208980507718,151,3621,45,9,0
25,90204,83,0,4,62,1,0,1,8,0.6348254750822928,278,3718,36,19,0
69,62844,40,8,4,301,0,0,3,8,0.32832249168605177,78,1689,23,0,0
37,147755,65,3,3,132,1,1,2,14,0.8950526651010953,188,4211,0,14,0
49,144184,35,8,3,14,0,0,1,3,0.4690765710630098,119,1063,2,8,0
67,111943,69,8,6,104,0,0,0,0,0.6728502809700241,265,1380,37,8,1
31,51518,50,12,5,110,0,1,2,19,0.4609468675804764,9,2658,10,6,0
67,47059,12,16,7,338,0,0,2,13,0.9125388013927995,69,3757,41,9,0
45,53052,76,2,5,335,1,0,2,18,0.6874106817440974,243,2021,39,12,0
63,99803,85,5,9,110,0,1,3,0,0.6421584404971311,110,70,40,7,0
69,101524,58,19,6,362,1,0,2,9,0.5923008868208175,214,677,38,16,0
41,123510,83,14,9,342,0,0,1,3,0.9886115200364956,13,3798,42,0,0
32,119572,63,13,9,3,1,1,1,17,0.6847576845139932,291,881,2,13,1
39,38680,73,12,4,151,0,0,3,11,0.7541401829344593,254,476,20,14,0
47,97021,49,8,5,41,1,0,0,6,0.08171201130735661,255,4020,4,13,0
21,110249,36,14,0,25,0,1,3,5,0.8142225105889692,14,4533,0,7,0
30,50043,54,13,2,361,1,0,3,8,0.596716686069581,171,148,45,12,0
40,32419,47,3,7,193,1,0,1,1,0.3366619305655112,129,2281,13,4,0
25,86892,32,10,2,359,1,0,2,14,0.5816904506156496,62,4164,49,3,0
35,143616,99,1,0,7,0,0,3,12,0.6255501314151463,279,2215,3,15,0
29,131799,95,15,2,72,1,0,0,10,0.2601894540871492,255,1460,18,9,0
48,47140,53,18,3,77,1,0,1,18,0.4370646714255777,1,2287,46,11,0
31,73484,32,15,7,147,1,1,2,5,0.7213474071655547,81,2794,19,10,0
51,93869,62,6,8,321,0,1,0,8,0.2258480555203607,91,4041,47,10,1
35,75210,37,10,3,67,0,0,3,11,0.8361253379376219,216,2544,6,13,0
51,87600,96,11,6,354,1,0,0,10,0.07752651022537349,6,1871,47,2,0
28,146467,38,3,0,182,1,0,3,2,0.5812177775972195,60,3282,8,6,0
58,108497,30,15,8,333,1,1,3,17,0.37968678434190706,108,4164,38,13,0
29,138611,58,15,3,84,1,0,3,12,0.05331340110120697,129,2101,33,13,0
66,36487,32,6,8,78,1,1,3,12,0.7744868805118269,44,1794,41,0,0
32,90692,66,12,2,38,0,0,3,14,0.5465418408955361,250,2989,12,17,0
48,92112,51,4,4,305,0,1,1,18,0.7153258250721903,200,4913,3,1,0
66,61110,11,0,0,19,0,0,3,14,0.38012319092760916,122,3345,35,11,0
46,137968,59,4,2,69,0,1,2,14,0.8596203620966311,6,4866,18,13,0
43,46360,20,13,4,155,0,0,3,4,0.08370650955926073,28,3186,16,17,0
35,79410,37,10,5,116,0,1,1,4,0.23335343897134753,151,2306,24,12,0
49,132379,73,1,7,27,1,0,0,1,0.7946031496735797,256,1823,13,12,0
39,120418,49,17,0,97,0,0,2,17,0.954679255576397,96,3090,4,5,0
55,113038,19,14,2,328,1,0,0,5,0.8464457197238712,225,3912,40,1,0
34,143589,55,13,0,150,0,0,0,17,0.23086039570315975,298,2607,45,0,0
40,103167,40,12,4,363,1,1,2,6,0.3485385347898521,78,3293,6,11,0
41,33017,7,1,7,21,1,0,1,19,0.7654961672966116,74,2231,13,4,0
67,116261,5,18,3,260,1,1,3,19,0.946271955482638,37,2373,32,10,0
25,90124,42,7,8,59,1,1,3,2,0.2892473135909711,147,3102,11,7,0
58,146346,88,16,5,162,0,1,3,16,0.38634210572828276,242,3060,3,1,1
23,120298,48,14,5,113,0,0,0,19,0.022872502837831266,54,4308,5,5,0
22,80949,7,19,4,353,1,0,2,18,0.5044018661319994,16,1575,0,5,0
61,88268,11,13,9,195,1,1,3,7,0.08816173706343977,99,1770,19,14,0
46,96320,73,2,4,44,1,0,3,18,0.0855929342451236,97,276,25,1,0
45,123556,49,16,6,112,1,1,1,18,0.7613161362850128,138,2509,42,4,0
28,133995,30,2,7,178,0,1,1,5,0.34391990188296984,77,2748,22,6,0
18,111301,41,12,6,269,0,1,0,19,0.9356397536522988,265,4189,11,18,0
60,61127,3,17,0,324,1,1,2,7,0.716083571821262,278,2936,12,4,0
36,33196,86,0,0,55,1,1,1,2,0.2947622394326759,43,4725,17,14,0
26,105088,40,6,9,346,1,0,2,4,0.6818820204747389,202,98,30,15,0
44,71300,51,4,5,266,1,1,1,0,0.8655998371842125,246,4258,45,2,0
51,79714,84,1,2,114,1,0,2,0,0.4360371280504176,282,41,49,14,0
61,61921,32,16,8,356,1,1,2,0,0.5617716814339595,175,4147,27,7,0
21,34746,48,9,6,166,0,0,2,5,0.2174883916766901,36,1563,4,15,0
53,98535,71,3,1,353,1,1,0,1,0.40220870188685787,63,232,38,14,0
35,95350,71,8,2,114,1,0,1,11,0.5790493491130748,44,2049,19,10,0
32,80345,20,10,7,79,1,0,1,16,0.6154782987323318,57,2433,19,16,0
68,139606,89,11,0,313,1,0,3,9,0.7200343941862947,64,1517,33,4,0
30,79220,35,11,4,285,1,1,3,4,0.9573531893733466,239,4176,49,15,0
36,111131,24,17,9,322,1,1,0,4,0.8385373691675773,111,4798,13,18,0
66,52063,40,3,0,28,1,1,1,1,0.8515872322770012,258,3696,14,8,0
23,147116,77,8,8,41,0,0,3,11,0.5575120271964323,89,460,35,19,0
65,101736,52,7,6,118,1,0,1,4,0.14417350418972952,241,4417,29,11,0
29,133700,39,18,4,61,0,0,3,14,0.6354920212480463,265,184,17,10,0
68,118913,68,12,5,154,1,1,0,19,0.40625830669556895,265,3123,33,1,1
54,108946,61,1,2,284,0,1,3,17,0.03184081027155927,294,2009,25,16,0
